year,month,breed,n_animals
2016,4,Mastino Neapoletano,31.0
2016,5,Mastino Neapoletano,31.0
2016,6,Mastino Neapoletano,29.0
2016,7,Mastino Neapoletano,29.0
2016,8,Mastino Neapoletano,30.0
2016,9,Mastino Neapoletano,31.0
2016,10,Mastino Neapoletano,30.0
2016,11,Mastino Neapoletano,30.0
2016,12,Mastino Neapoletano,31.0
2017,1,Mastino Neapoletano,30.0
2017,2,Mastino Neapoletano,32.0
2017,3,Mastino Neapoletano,33.0
2017,4,Mastino Neapoletano,33.0
2017,5,Mastino Neapoletano,35.0
2017,6,Mastino Neapoletano,35.0
2017,7,Mastino Neapoletano,35.0
2017,8,Mastino Neapoletano,35.0
2017,9,Mastino Neapoletano,35.0
2017,10,Mastino Neapoletano,34.0
2017,11,Mastino Neapoletano,33.0
2017,12,Mastino Neapoletano,34.0
2018,1,Mastino Neapoletano,33.0
2018,2,Mastino Neapoletano,33.0
2018,3,Mastino Neapoletano,30.0
2018,4,Mastino Neapoletano,31.0
2018,5,Mastino Neapoletano,32.0
2018,6,Mastino Neapoletano,32.0
2018,7,Mastino Neapoletano,33.0
2018,8,Mastino Neapoletano,33.0
2018,9,Mastino Neapoletano,33.0
2018,10,Mastino Neapoletano,33.0
2018,11,Mastino Neapoletano,31.0
2018,12,Mastino Neapoletano,32.0
2019,1,Mastino Neapoletano,32.0
2019,2,Mastino Neapoletano,31.0
2019,3,Mastino Neapoletano,30.0
2019,4,Mastino Neapoletano,31.0
2019,5,Mastino Neapoletano,31.0
2019,6,Mastino Neapoletano,31.0
2019,7,Mastino Neapoletano,31.0
2019,8,Mastino Neapoletano,31.0
2019,9,Mastino Neapoletano,31.0
2019,10,Mastino Neapoletano,30.0
2019,11,Mastino Neapoletano,31.0
2019,12,Mastino Neapoletano,32.0
2020,1,Mastino Neapoletano,32.0
2020,2,Mastino Neapoletano,32.0
2020,3,Mastino Neapoletano,34.0
2020,4,Mastino Neapoletano,34.0
2020,5,Mastino Neapoletano,34.0
2020,6,Mastino Neapoletano,35.0
2020,7,Mastino Neapoletano,35.0
2020,8,Mastino Neapoletano,35.0
2020,9,Mastino Neapoletano,35.0
2020,10,Mastino Neapoletano,35.0
2020,11,Mastino Neapoletano,35.0
2020,12,Mastino Neapoletano,34.0
2021,1,Mastino Neapoletano,33.0
2021,2,Mastino Neapoletano,32.0
2021,3,Mastino Neapoletano,33.0
2021,4,Mastino Neapoletano,31.0
2021,5,Mastino Neapoletano,32.0
2021,6,Mastino Neapoletano,32.0
2021,7,Mastino Neapoletano,31.0
2021,8,Mastino Neapoletano,31.0
2021,9,Mastino Neapoletano,31.0
2021,10,Mastino Neapoletano,30.0
2021,11,Mastino Neapoletano,28.0
2021,12,Mastino Neapoletano,28.0
2022,1,Mastino Neapoletano,28.0
2022,2,Mastino Neapoletano,28.0
2022,3,Mastino Neapoletano,28.0
2022,4,Mastino Neapoletano,26.0
2022,5,Mastino Neapoletano,27.0
2022,6,Mastino Neapoletano,26.0
2022,7,Mastino Neapoletano,26.0
2022,8,Mastino Neapoletano,27.0
2022,9,Mastino Neapoletano,26.0
2022,10,Mastino Neapoletano,27.0
2022,11,Mastino Neapoletano,26.0
2022,12,Mastino Neapoletano,26.0
2023,1,Mastino Neapoletano,26.0
2023,2,Mastino Neapoletano,26.0
2023,3,Mastino Neapoletano,28.0
2023,4,Mastino Neapoletano,28.0
2023,5,Mastino Neapoletano,30.0
2023,6,Mastino Neapoletano,30.0
2023,7,Mastino Neapoletano,28.0
2016,1,Miniature Bull Terrier,341.0
2016,2,Miniature Bull Terrier,342.0
2016,3,Miniature Bull Terrier,342.0
2016,4,Miniature Bull Terrier,344.0
2016,5,Miniature Bull Terrier,345.0
2016,6,Miniature Bull Terrier,350.0
2016,7,Miniature Bull Terrier,349.0
2016,8,Miniature Bull Terrier,355.0
2016,9,Miniature Bull Terrier,359.0
2016,10,Miniature Bull Terrier,359.0
2016,11,Miniature Bull Terrier,363.0
2016,12,Miniature Bull Terrier,363.0
2017,1,Miniature Bull Terrier,367.0
2017,2,Miniature Bull Terrier,374.0
2017,3,Miniature Bull Terrier,372.0
2017,4,Miniature Bull Terrier,380.0
2017,5,Miniature Bull Terrier,380.0
2017,6,Miniature Bull Terrier,386.0
2017,7,Miniature Bull Terrier,390.0
2017,8,Miniature Bull Terrier,393.0
2017,9,Miniature Bull Terrier,401.0
2017,10,Miniature Bull Terrier,408.0
2017,11,Miniature Bull Terrier,411.0
2017,12,Miniature Bull Terrier,415.0
2018,1,Miniature Bull Terrier,423.0
2018,2,Miniature Bull Terrier,429.0
2018,3,Miniature Bull Terrier,435.0
2018,4,Miniature Bull Terrier,438.0
2018,5,Miniature Bull Terrier,451.0
2018,6,Miniature Bull Terrier,456.0
2018,7,Miniature Bull Terrier,460.0
2018,8,Miniature Bull Terrier,464.0
2018,9,Miniature Bull Terrier,467.0
2018,10,Miniature Bull Terrier,474.0
2018,11,Miniature Bull Terrier,476.0
2018,12,Miniature Bull Terrier,479.0
2019,1,Miniature Bull Terrier,478.0
2019,2,Miniature Bull Terrier,482.0
2019,3,Miniature Bull Terrier,488.0
2019,4,Miniature Bull Terrier,495.0
2019,5,Miniature Bull Terrier,502.0
2019,6,Miniature Bull Terrier,511.0
2019,7,Miniature Bull Terrier,514.0
2019,8,Miniature Bull Terrier,523.0
2019,9,Miniature Bull Terrier,534.0
2019,10,Miniature Bull Terrier,539.0
2019,11,Miniature Bull Terrier,543.0
2019,12,Miniature Bull Terrier,556.0
2020,1,Miniature Bull Terrier,557.0
2020,2,Miniature Bull Terrier,566.0
2020,3,Miniature Bull Terrier,571.0
2020,4,Miniature Bull Terrier,565.0
