year,month,abondance,angler,angus,aubrac,ayrshire,bazadaise,bison,blonded_aquitaine,bordelaise,braunvieh,charolais,chianina,daenische_rotbunte,dahomey,dexter,eringer,evolene,galloway,gasconne,gelbvieh,grauvieh,guernsey,hereford,highland_cattle,hinterwaelder,holstein,inra95,jersey,kiwicross,kreuzung,limousin,low_line,luing,maine_anjou,marchigiana,montbeliarde,murnau_werdenfelser,normande,norwegische_rotbunte,original_braunvieh,parthenaise,piemonteser,pinzgauer,pustertaler_sprinzen,rasseunbekannt,ratisches_grauvieh,red_holstein,romagnola,rotes_hoehenvieh,rotfleckvieh,salers,schwedische_rotbunte,shorthorn,simmental,swiss_fleckvieh,tarentaise,texas_longhorn,tuxer,valdostana,vosgienne,wagyu,wasserbueffel,weissblaue_belgier,welsh_black,yak,zebu,zwergzebu
2010,1,,,1147,119,7.0,,0.0,131,0.0,13245,304,0.0,,,84,664,44.0,153,0.0,0.0,278,,61,112,98,7394,0.0,341,7.0,12899,3604,0.0,9.0,,0.0,914,0.0,122,,10.0,,105,49.0,0.0,46,0,1071,0.0,0.0,17139,56,0.0,0.0,2749,428,0.0,0.0,,0.0,,,22,70,0.0,,,0.0
2010,2,0.0,5.0,1050,81,8.0,,0.0,132,0.0,12123,334,,,,86,336,39.0,136,,0.0,231,0.0,52,111,98,6997,0.0,292,20.0,12627,3417,0.0,21.0,0.0,0.0,732,0.0,122,0.0,7.0,7.0,76,30.0,0.0,43,0,1066,0.0,0.0,16758,57,0.0,,2532,414,,0.0,0.0,0.0,0.0,,12,50,0.0,,7.0,0.0
2010,3,0.0,,1326,139,7.0,,0.0,158,0.0,12375,319,,,,142,203,23.0,232,0.0,,262,0.0,80,256,120,6467,0.0,269,14.0,13664,3770,0.0,19.0,0.0,0.0,707,0.0,91,0.0,15.0,10.0,98,16.0,0.0,26,0,963,,0.0,15538,60,0.0,,2537,416,,0.0,0.0,0.0,,0.0,18,61,0.0,5.0,15.0,0.0
2010,4,0.0,,1255,151,,,8.0,110,0.0,9066,338,0.0,0.0,,142,106,17.0,238,0.0,,172,0.0,71,382,60,5158,0.0,181,7.0,12172,3515,0.0,5.0,,0.0,615,0.0,105,0.0,7.0,5.0,78,12.0,0.0,43,0,839,0.0,0.0,12093,46,0.0,,1711,302,,,,0.0,,0.0,18,50,0.0,33.0,12.0,0.0
2010,5,0.0,,1035,73,,,95.0,113,0.0,7900,263,,,,103,67,14.0,160,0.0,,129,0.0,72,257,76,4852,0.0,183,0.0,10976,2910,0.0,,0.0,0.0,543,0.0,75,,,,88,,0.0,49,0,757,0.0,0.0,10185,32,0.0,,1242,268,0.0,0.0,,0.0,,,16,49,0.0,36.0,5.0,0.0
2010,6,0.0,,898,102,,,0.0,116,0.0,7464,256,,,,82,41,13.0,149,0.0,,109,0.0,65,195,69,4824,0.0,190,0.0,10492,2785,0.0,9.0,,0.0,546,0.0,80,0.0,5.0,0.0,73,12.0,0.0,27,0,768,0.0,0.0,9539,39,0.0,,947,255,,0.0,0.0,0.0,,,16,70,0.0,43.0,8.0,0.0
2010,7,0.0,,1089,125,,5.0,5.0,126,0.0,10524,298,,6.0,,95,38,12.0,160,0.0,,151,0.0,73,149,66,6272,0.0,248,0.0,12494,3374,0.0,8.0,0.0,0.0,605,0.0,69,0.0,,0.0,79,8.0,0.0,38,0,1042,,0.0,12079,53,,,1032,261,,,,0.0,,,48,63,0.0,17.0,,0.0
2010,8,,,1391,154,,,0.0,146,0.0,12892,323,0.0,,,72,79,25.0,135,0.0,,218,0.0,87,156,51,7442,0.0,292,,13190,3860,0.0,,0.0,0.0,857,0.0,75,0.0,,,87,,0.0,35,0,1252,0.0,0.0,13982,52,0.0,,1473,345,0.0,0.0,,0.0,0.0,,68,58,0.0,5.0,8.0,0.0
2010,9,0.0,,1393,163,,,,152,0.0,18136,289,0.0,,0.0,100,301,16.0,154,,,268,0.0,84,127,78,7811,,374,0.0,14241,4279,0.0,6.0,0.0,0.0,973,0.0,129,0.0,11.0,,99,15.0,0.0,50,0,1299,0.0,0.0,15949,64,0.0,,2833,463,0.0,,,0.0,,,65,53,0.0,,,0.0
2010,10,,,1456,142,,,,155,0.0,20566,378,0.0,0.0,,85,1478,50.0,137,0.0,,412,0.0,76,141,82,7807,,420,,15076,4257,0.0,,0.0,,1104,0.0,154,0.0,26.0,,127,38.0,0.0,57,0,1429,,0.0,16731,80,0.0,0.0,4136,554,0.0,0.0,,0.0,,,37,83,0.0,6.0,9.0,0.0
2010,11,0.0,,1448,165,,0.0,,161,0.0,16952,362,0.0,,,91,1966,82.0,147,0.0,,373,0.0,70,148,77,7557,5.0,358,,14814,4288,0.0,5.0,0.0,0.0,1044,0.0,138,,18.0,,132,33.0,0.0,40,0,1499,,0.0,16425,77,0.0,,3617,570,,0.0,,0.0,,,28,73,0.0,,5.0,0.0
2010,12,,,1355,152,7.0,,0.0,140,0.0,14140,323,0.0,6.0,,147,1093,43.0,182,0.0,0.0,314,0.0,72,130,86,7436,,312,0.0,14238,4203,0.0,22.0,0.0,0.0,906,0.0,134,0.0,16.0,0.0,118,45.0,0.0,40,0,1500,0.0,0.0,15858,59,,0.0,3128,615,0.0,0.0,,0.0,,,31,76,0.0,,7.0,0.0
2011,1,0.0,,1304,114,12.0,,0.0,161,0.0,12470,308,,,,85,648,42.0,166,0.0,,292,0.0,72,108,114,7425,,312,,14095,4052,0.0,10.0,,0.0,884,0.0,143,0.0,8.0,12.0,110,26.0,0.0,41,0,1574,0.0,0.0,15517,46,0.0,,2775,619,0.0,,,0.0,5.0,,38,81,0.0,0.0,11.0,0.0
2011,2,,0.0,1177,110,11.0,0.0,,98,0.0,11379,307,,,,117,316,26.0,142,0.0,,250,0.0,72,111,107,6845,12.0,308,13.0,13783,3771,0.0,13.0,,0.0,791,0.0,138,0.0,13.0,,106,20.0,0.0,44,0,1322,,0.0,14884,70,,,2569,611,0.0,0.0,,0.0,,0.0,13,81,0.0,0.0,6.0,0.0
2011,3,0.0,,1453,157,,0.0,0.0,154,0.0,11238,353,0.0,5.0,,154,194,20.0,216,0.0,0.0,265,0.0,106,271,102,6681,18.0,285,5.0,15159,4181,0.0,17.0,0.0,0.0,768,0.0,139,0.0,7.0,11.0,116,14.0,0.0,49,0,1245,0.0,0.0,14818,63,0.0,,2543,585,5.0,,0.0,0.0,,,13,79,0.0,11.0,8.0,0.0
2011,4,0.0,,1247,133,,6.0,0.0,110,0.0,8634,328,,,,133,96,13.0,197,0.0,0.0,190,0.0,96,378,75,4854,7.0,221,0.0,12565,3587,0.0,16.0,,0.0,524,0.0,103,0.0,9.0,,105,10.0,0.0,53,0,896,0.0,0.0,10310,59,0.0,,1840,420,0.0,0.0,,0.0,,,21,60,0.0,32.0,10.0,0.0
2011,5,0.0,,1122,108,0.0,,104.0,98,0.0,7376,278,,5.0,0.0,117,51,8.0,176,0.0,0.0,151,0.0,83,280,75,4992,11.0,193,,11587,3270,0.0,,0.0,0.0,506,0.0,99,0.0,,,80,5.0,0.0,40,0,920,0.0,0.0,9573,51,0.0,0.0,1363,373,,0.0,,0.0,0.0,5.0,24,88,0.0,42.0,9.0,0.0
2011,6,,,864,97,,0.0,5.0,108,0.0,6986,277,,,,99,40,12.0,142,0.0,0.0,138,0.0,58,176,59,5071,7.0,205,,11197,3025,0.0,9.0,,0.0,566,0.0,67,0.0,6.0,,87,5.0,0.0,39,0,990,0.0,0.0,8965,43,0.0,0.0,972,344,,,,0.0,,,17,93,0.0,33.0,7.0,0.0
2011,7,0.0,,1094,123,,,,135,0.0,9342,326,0.0,8.0,7.0,89,50,19.0,131,,0.0,183,0.0,67,167,62,6192,7.0,237,,13058,3499,0.0,12.0,,0.0,632,0.0,95,,9.0,0.0,93,8.0,0.0,43,0,1255,0.0,0.0,10918,71,,0.0,1122,364,0.0,,6.0,0.0,,6.0,33,95,0.0,21.0,9.0,0.0
2011,8,0.0,,1435,147,5.0,,,158,0.0,12417,350,0.0,,5.0,91,65,19.0,178,0.0,,220,0.0,69,163,85,7507,12.0,284,,14756,4071,0.0,,0.0,0.0,860,0.0,117,0.0,7.0,,92,18.0,0.0,54,0,1526,,0.0,12942,90,0.0,,1608,512,0.0,0.0,,0.0,,6.0,71,128,0.0,13.0,,0.0
2011,9,0.0,,1448,157,,,0.0,192,0.0,17147,330,0.0,,0.0,98,327,18.0,140,0.0,0.0,281,0.0,80,133,51,8003,10.0,323,,15829,4447,0.0,,0.0,0.0,1001,0.0,163,,28.0,,115,42.0,0.0,36,0,1652,0.0,0.0,14819,81,0.0,,2858,658,0.0,0.0,,0.0,,7.0,79,108,0.0,5.0,11.0,0.0
2011,10,,5.0,1505,184,8.0,6.0,0.0,201,0.0,18827,385,0.0,,0.0,119,1569,62.0,145,0.0,0.0,432,0.0,91,146,77,7763,10.0,366,,16774,4741,0.0,6.0,0.0,0.0,1048,0.0,135,,31.0,,136,68.0,0.0,56,0,1607,0.0,0.0,15482,70,0.0,,4345,786,0.0,0.0,6.0,0.0,,5.0,33,130,0.0,5.0,9.0,0.0
2011,11,,,1541,183,7.0,5.0,,186,0.0,15128,279,0.0,,,103,1979,92.0,133,0.0,,372,0.0,66,148,77,7565,8.0,355,,16030,4545,0.0,,,0.0,1074,0.0,165,,20.0,11.0,161,69.0,0.0,70,0,1643,0.0,0.0,14917,63,0.0,0.0,3773,781,0.0,,7.0,0.0,5.0,,27,116,0.0,,7.0,0.0
2011,12,,,1453,166,5.0,,,134,0.0,13081,351,0.0,,,127,1043,48.0,170,0.0,0.0,326,0.0,87,108,94,7304,6.0,329,,15654,4546,0.0,17.0,,0.0,932,0.0,145,,20.0,7.0,148,54.0,0.0,58,0,1838,0.0,0.0,14336,54,0.0,0.0,3092,841,,,7.0,0.0,,,37,105,0.0,,7.0,0.0
2012,1,0.0,,1348,122,,,,153,0.0,11580,328,,,,116,618,29.0,158,0.0,,314,,61,97,133,7414,8.0,364,7.0,15347,4301,0.0,19.0,0.0,0.0,820,0.0,163,0.0,28.0,11.0,132,33.0,0.0,34,0,2659,0.0,0.0,12547,68,0.0,0.0,2989,1861,0.0,0.0,,0.0,,,57,127,0.0,0.0,9.0,0.0
2012,2,,,1244,144,13.0,8.0,0.0,162,0.0,11483,324,0.0,,,147,285,27.0,137,0.0,0.0,298,0.0,65,145,101,6940,14.0,326,52.0,15074,4296,0.0,34.0,0.0,0.0,858,0.0,167,0.0,32.0,,119,20.0,0.0,65,0,7277,,0.0,1898,50,,,3453,7370,,0.0,6.0,0.0,,6.0,48,128,0.0,,7.0,0.0
2012,3,,,1491,187,,,,142,0.0,10239,353,0.0,,,149,168,29.0,229,,0.0,315,,98,344,94,6131,8.0,271,5.0,15317,4571,0.0,18.0,0.0,0.0,816,0.0,139,0.0,42.0,16.0,129,33.0,0.0,81,0,6734,0.0,0.0,1400,89,0.0,0.0,2918,6515,,,6.0,0.0,5.0,,30,144,0.0,16.0,11.0,0.0
2012,4,,,1384,170,,,17.0,121,0.0,7238,325,0.0,7.0,5.0,115,85,7.0,216,,,194,0.0,86,378,86,4849,9.0,226,,12733,3843,0.0,10.0,,0.0,595,0.0,110,0.0,330.0,,100,14.0,0.0,90,0,4964,0.0,0.0,1085,57,0.0,,2050,4719,,0.0,,0.0,,,21,91,0.0,36.0,15.0,0.0
2012,5,,,1223,111,,,80.0,142,0.0,6276,320,0.0,6.0,,111,58,14.0,153,,,166,0.0,64,248,53,4650,8.0,204,,12191,3682,0.0,6.0,0.0,,593,,107,0.0,387.0,,96,18.0,0.0,73,0,4674,0.0,0.0,928,50,,0.0,1675,4027,,0.0,,0.0,,,24,114,0.0,44.0,11.0,0.0
2012,6,,,952,89,,0.0,10.0,119,0.0,5909,256,0.0,11.0,5.0,82,37,11.0,133,0.0,,134,0.0,58,180,73,4480,8.0,199,,10849,3385,0.0,,0.0,0.0,572,,80,0.0,377.0,,101,7.0,0.0,56,0,4550,,0.0,888,35,,,1263,3512,,,,0.0,0.0,6.0,25,145,0.0,37.0,10.0,0.0
2012,7,,0.0,1237,127,5.0,,,158,0.0,8013,287,,14.0,,90,41,,136,0.0,,250,0.0,76,158,80,6122,5.0,274,,13453,3985,0.0,8.0,,0.0,658,0.0,127,0.0,524.0,,107,11.0,0.0,53,0,6018,0.0,0.0,1095,98,,0.0,1486,4509,0.0,0.0,6.0,0.0,0.0,0.0,44,190,0.0,20.0,8.0,0.0
2012,8,,,1542,123,,5.0,,170,0.0,11608,335,0.0,24.0,5.0,108,56,11.0,152,,0.0,258,0.0,87,178,69,7168,11.0,304,,15465,4597,0.0,18.0,0.0,0.0,866,0.0,141,,705.0,,107,19.0,0.0,84,0,7285,0.0,0.0,1396,107,0.0,0.0,2133,5152,0.0,0.0,9.0,0.0,0.0,8.0,85,172,0.0,19.0,12.0,0.0
2012,9,,,1530,183,,,16.0,185,0.0,15157,347,0.0,27.0,,124,315,27.0,118,,,326,0.0,84,160,61,7521,18.0,335,,15921,5231,0.0,8.0,,0.0,1071,0.0,152,,922.0,,120,48.0,0.0,77,0,8089,0.0,0.0,1619,88,0.0,0.0,3452,5773,0.0,0.0,12.0,0.0,,5.0,64,198,0.0,5.0,7.0,0.0
2012,10,5.0,,1618,217,8.0,,0.0,187,0.0,16382,415,0.0,19.0,,127,1568,58.0,175,,,493,0.0,84,157,85,7986,17.0,443,,17314,5797,0.0,,0.0,0.0,1215,0.0,177,0.0,1272.0,7.0,189,58.0,0.0,79,0,8411,0.0,,1753,69,0.0,0.0,4928,6472,,,17.0,0.0,0.0,12.0,50,184,0.0,7.0,8.0,0.0
2012,11,,5.0,1553,169,,,0.0,170,0.0,13305,388,0.0,38.0,,146,1953,60.0,126,,,384,0.0,71,130,88,7031,30.0,377,,16105,5334,0.0,10.0,0.0,0.0,1138,0.0,151,,1173.0,13.0,171,58.0,0.0,69,0,7730,,0.0,1559,58,,,4297,5907,0.0,0.0,6.0,0.0,,8.0,36,201,0.0,5.0,,0.0
2012,12,0.0,,1534,141,6.0,,0.0,169,0.0,10958,325,0.0,27.0,,161,981,50.0,158,0.0,0.0,320,0.0,78,117,103,7301,16.0,354,,15225,5175,0.0,16.0,0.0,,1058,0.0,192,,883.0,5.0,187,36.0,0.0,73,0,7898,0.0,,1523,63,,0.0,3595,5734,0.0,0.0,6.0,0.0,,,40,186,0.0,,11.0,
2013,1,0.0,,1474,114,,,0.0,187,0.0,10598,378,,32.0,7.0,155,680,31.0,175,0.0,,327,0.0,98,178,134,7230,25.0,348,16.0,16470,5405,0.0,14.0,0.0,,967,0.0,198,0.0,905.0,14.0,185,44.0,0.0,83,0,8043,0.0,,1530,75,0.0,0.0,3667,6052,0.0,,8.0,0.0,8.0,,36,221,0.0,,12.0,0.0
2013,2,0.0,5.0,1205,134,,,,169,0.0,8866,316,0.0,17.0,,113,244,31.0,143,0.0,,267,0.0,63,159,105,5734,8.0,340,100.0,13994,4407,0.0,25.0,,,717,0.0,146,7.0,814.0,,134,30.0,0.0,73,0,6375,0.0,,1135,47,,0.0,2892,5400,0.0,,,0.0,5.0,,49,204,0.0,,13.0,
2013,3,,5.0,1513,174,9.0,,,198,0.0,8890,315,0.0,15.0,6.0,145,168,25.0,203,0.0,,235,0.0,87,323,118,5641,20.0,296,17.0,15216,4909,0.0,25.0,,0.0,767,0.0,174,6.0,828.0,23.0,123,15.0,0.0,100,0,6084,0.0,,1142,44,,0.0,2972,5097,,0.0,,0.0,,,30,209,0.0,,12.0,
2013,4,5.0,5.0,1365,142,,5.0,11.0,154,0.0,6535,316,,12.0,13.0,147,86,17.0,202,0.0,0.0,214,,58,382,81,4497,12.0,218,,13267,4376,0.0,14.0,0.0,0.0,646,0.0,120,,592.0,6.0,129,16.0,0.0,75,0,4769,0.0,0.0,833,58,0.0,0.0,2285,4045,0.0,,,0.0,5.0,,24,176,0.0,32.0,16.0,
2013,5,0.0,,1300,133,,,95.0,153,0.0,5532,305,0.0,,,111,62,15.0,140,,0.0,180,,59,288,67,4228,6.0,187,,12091,3998,0.0,7.0,0.0,0.0,613,,95,,514.0,,105,7.0,0.0,65,0,4581,0.0,0.0,783,52,0.0,0.0,1752,3400,,0.0,,0.0,,,21,216,0.0,58.0,17.0,0.0
2013,6,,0.0,1268,122,,,,138,0.0,5467,264,0.0,,,110,40,11.0,155,,,183,0.0,53,227,60,4848,11.0,226,0.0,12190,4051,0.0,10.0,0.0,0.0,625,0.0,116,5.0,451.0,7.0,108,8.0,0.0,65,0,4936,0.0,0.0,790,51,0.0,0.0,1539,3406,,0.0,,0.0,0.0,,39,236,0.0,38.0,12.0,0.0
2013,7,,0.0,1347,141,5.0,,7.0,160,0.0,7888,314,0.0,9.0,5.0,73,54,11.0,141,,0.0,285,0.0,87,146,81,6157,15.0,298,0.0,14543,4463,0.0,12.0,0.0,,758,0.0,132,8.0,645.0,,123,11.0,0.0,60,0,6338,0.0,0.0,1018,93,0.0,0.0,1730,4204,0.0,0.0,7.0,0.0,,7.0,65,224,0.0,30.0,13.0,0.0
2013,8,,,1601,164,,,,149,0.0,10264,343,0.0,7.0,,119,65,14.0,159,0.0,,301,0.0,83,172,74,7040,24.0,290,,16116,5339,0.0,12.0,0.0,0.0,1009,0.0,124,7.0,782.0,,156,25.0,0.0,54,0,7286,0.0,0.0,1057,86,,0.0,2185,4837,,,6.0,0.0,,5.0,97,275,0.0,15.0,8.0,0.0
2013,9,0.0,,1547,185,,,,188,0.0,13894,339,0.0,,,109,260,18.0,123,,,312,0.0,88,107,64,7235,21.0,347,,16448,5660,0.0,10.0,0.0,0.0,1233,0.0,165,,1115.0,,171,54.0,0.0,57,0,7925,0.0,0.0,1227,74,0.0,0.0,3505,5332,,0.0,18.0,0.0,,6.0,84,284,0.0,8.0,8.0,0.0
2013,10,,,1786,191,,,,208,0.0,16411,410,0.0,7.0,0.0,134,1507,56.0,158,,0.0,472,0.0,87,161,88,7427,35.0,409,,18388,6073,0.0,8.0,0.0,0.0,1278,0.0,186,7.0,1560.0,7.0,217,81.0,0.0,80,0,8141,0.0,,1304,82,0.0,0.0,5060,5849,0.0,0.0,21.0,0.0,,6.0,43,267,0.0,7.0,6.0,
2013,11,,,1702,175,,,,180,0.0,12628,378,,7.0,0.0,146,1878,82.0,136,5.0,,472,0.0,94,111,97,7355,24.0,369,,17013,5741,0.0,,0.0,0.0,1235,0.0,158,10.0,1375.0,11.0,188,86.0,0.0,61,0,7923,0.0,,1148,63,0.0,0.0,4430,5746,,,10.0,0.0,,16.0,35,283,0.0,7.0,8.0,0.0
2013,12,0.0,,1582,170,,,0.0,192,0.0,10686,415,0.0,7.0,5.0,159,1079,55.0,148,,0.0,378,0.0,67,157,97,7490,21.0,324,,16520,5683,0.0,17.0,0.0,0.0,1117,0.0,187,26.0,1109.0,10.0,187,54.0,0.0,69,0,8209,0.0,0.0,1137,67,0.0,0.0,3797,5691,0.0,0.0,11.0,0.0,,9.0,39,306,0.0,,9.0,0.0
2014,1,,5.0,1338,120,0.0,,0.0,162,0.0,9508,323,0.0,9.0,,125,573,38.0,140,0.0,,318,0.0,94,138,110,6902,22.0,339,10.0,15362,5158,0.0,6.0,0.0,0.0,994,0.0,170,13.0,984.0,19.0,152,46.0,0.0,74,0,7534,0.0,0.0,1044,62,0.0,0.0,3560,5398,0.0,,8.0,0.0,5.0,10.0,38,239,0.0,0.0,8.0,0.0
2014,2,0.0,,1228,132,11.0,7.0,0.0,143,0.0,8017,308,0.0,8.0,,109,280,22.0,132,0.0,0.0,304,0.0,46,118,119,5958,30.0,304,107.0,14213,4459,0.0,22.0,0.0,0.0,834,0.0,208,10.0,822.0,13.0,126,23.0,0.0,49,0,6570,0.0,,931,44,0.0,0.0,3138,4920,,0.0,5.0,0.0,11.0,5.0,28,253,0.0,6.0,18.0,
2014,3,,,1574,211,7.0,,0.0,153,0.0,7771,315,0.0,14.0,9.0,182,152,27.0,176,,0.0,269,0.0,90,290,119,5808,24.0,331,16.0,15117,5073,0.0,21.0,0.0,0.0,819,0.0,161,9.0,908.0,,163,18.0,0.0,67,0,6616,0.0,,957,42,,0.0,2998,4895,0.0,,8.0,0.0,9.0,11.0,32,310,0.0,7.0,15.0,
2014,4,,,1487,149,,9.0,14.0,148,0.0,6876,320,0.0,,10.0,165,71,22.0,177,0.0,0.0,204,0.0,68,374,83,4797,12.0,192,5.0,14250,5046,0.0,24.0,0.0,0.0,725,0.0,140,18.0,792.0,10.0,117,14.0,0.0,56,0,5416,0.0,,822,74,,0.0,2503,3993,0.0,0.0,9.0,0.0,8.0,8.0,31,246,0.0,35.0,28.0,
2014,5,0.0,,1350,152,,7.0,91.0,147,0.0,5757,296,0.0,,5.0,118,54,20.0,154,,0.0,203,0.0,64,320,67,4456,,207,,12412,4265,0.0,6.0,,0.0,560,0.0,129,19.0,614.0,7.0,129,10.0,0.0,73,0,4612,0.0,,623,59,,0.0,1881,3125,,0.0,,0.0,6.0,6.0,31,226,0.0,62.0,20.0,0.0
2014,6,0.0,,1245,125,,,,146,0.0,5689,297,0.0,9.0,12.0,92,42,,156,,0.0,198,0.0,68,203,71,5192,11.0,213,,12700,4010,0.0,5.0,,0.0,688,0.0,122,20.0,532.0,0.0,108,9.0,0.0,69,0,5173,0.0,,678,37,,0.0,1592,3243,0.0,,,0.0,6.0,6.0,31,264,0.0,59.0,20.0,0.0
2014,7,,,1282,185,,,,160,0.0,7336,351,0.0,5.0,6.0,100,40,14.0,138,,0.0,235,,81,153,83,6032,14.0,242,0.0,13840,4455,0.0,9.0,0.0,0.0,805,,149,14.0,712.0,12.0,136,24.0,0.0,64,0,6342,0.0,0.0,921,65,,0.0,1676,3520,0.0,0.0,8.0,0.0,,,91,312,0.0,27.0,22.0,0.0
2014,8,,,1486,180,,6.0,5.0,148,0.0,9802,302,0.0,8.0,,110,29,6.0,123,,,248,0.0,82,144,63,7135,17.0,294,,14948,5081,0.0,15.0,0.0,,962,,135,11.0,848.0,9.0,122,25.0,0.0,63,0,7365,0.0,,872,106,,0.0,2152,4253,0.0,,14.0,0.0,,8.0,116,339,0.0,11.0,15.0,
2014,9,,,1600,150,,,,179,0.0,13936,365,0.0,11.0,,103,237,9.0,102,,,358,0.0,79,115,59,7744,18.0,355,0.0,16592,5948,0.0,14.0,0.0,0.0,1338,0.0,167,10.0,1332.0,,150,47.0,0.0,63,0,8266,0.0,,1018,77,,0.0,3690,4884,0.0,7.0,22.0,0.0,,7.0,91,362,0.0,15.0,6.0,0.0
