year,month,ag,ai,ar,be,bl,bs,fr,ge,gl,gr,ju,lu,ne,nw,ow,sg,sh,so,sz,tg,ti,ur,vd,vs,zg,zh,
2020,8,,0.0,0.0,12.0,0.0,0.0,5.0,,0.0,13.0,6.0,6.0,0.0,0.0,0.0,,0.0,0.0,,0.0,12.0,0.0,5.0,11.0,0.0,,0.0
2020,9,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,5.0,0.0,6.0,,0.0,,,0.0,0.0,7.0,0.0,8.0,0.0,5.0,6.0,0.0,,0.0
2020,10,,0.0,,,0.0,0.0,,0.0,0.0,6.0,,,,0.0,0.0,0.0,0.0,,,0.0,8.0,0.0,7.0,,,,0.0
2020,11,0.0,0.0,,5.0,0.0,0.0,,,0.0,6.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,7.0,0.0,,
2020,12,,0.0,0.0,,,0.0,,0.0,,8.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,8.0,0.0,,0.0
2021,1,,0.0,,14.0,,0.0,21.0,0.0,0.0,,,7.0,,0.0,0.0,,0.0,7.0,,,7.0,0.0,6.0,6.0,0.0,,0.0
2021,2,9.0,0.0,,50.0,6.0,,39.0,,0.0,13.0,47.0,23.0,12.0,0.0,0.0,5.0,,16.0,5.0,7.0,15.0,0.0,6.0,7.0,,,0.0
2021,3,33.0,,8.0,163.0,12.0,0.0,72.0,,0.0,32.0,209.0,50.0,26.0,0.0,,31.0,,46.0,17.0,16.0,16.0,,32.0,19.0,,23.0,0.0
2021,4,47.0,0.0,9.0,210.0,13.0,0.0,84.0,6.0,0.0,31.0,293.0,62.0,30.0,0.0,,38.0,,47.0,12.0,25.0,38.0,,48.0,32.0,5.0,27.0,0.0
2021,5,37.0,,5.0,151.0,9.0,0.0,63.0,,,40.0,133.0,47.0,22.0,,,17.0,,32.0,14.0,23.0,19.0,0.0,29.0,25.0,,39.0,
2021,6,21.0,0.0,,42.0,,0.0,21.0,0.0,0.0,16.0,16.0,18.0,18.0,0.0,0.0,10.0,0.0,9.0,,14.0,10.0,,15.0,12.0,,22.0,
2021,7,,0.0,,11.0,,0.0,5.0,,,12.0,5.0,9.0,5.0,0.0,0.0,,,,,6.0,6.0,0.0,,7.0,0.0,,
2021,8,,,,8.0,,0.0,5.0,0.0,0.0,9.0,,,0.0,0.0,,,0.0,0.0,,,13.0,0.0,,,,,0.0
2021,9,,0.0,0.0,,,0.0,,,0.0,6.0,,,0.0,0.0,0.0,,0.0,0.0,,,8.0,0.0,,,0.0,,0.0
2021,10,0.0,0.0,,,0.0,0.0,,0.0,0.0,9.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,6.0,0.0,,0.0
2021,11,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,,0.0,,,0.0,0.0,,,7.0,,,,0.0,,0.0
2021,12,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,,,,,0.0
2022,1,0.0,0.0,0.0,15.0,,0.0,19.0,0.0,0.0,5.0,,6.0,,0.0,,,,,5.0,0.0,7.0,0.0,5.0,6.0,,,0.0
2022,2,10.0,,,49.0,,0.0,45.0,0.0,0.0,,28.0,34.0,11.0,0.0,0.0,9.0,0.0,29.0,5.0,7.0,16.0,0.0,18.0,8.0,,5.0,0.0
2022,3,31.0,,,147.0,12.0,,90.0,,0.0,42.0,211.0,58.0,21.0,0.0,,23.0,0.0,52.0,14.0,22.0,20.0,,29.0,15.0,,19.0,0.0
2022,4,44.0,6.0,,223.0,24.0,0.0,78.0,,0.0,41.0,265.0,64.0,21.0,0.0,,32.0,,56.0,28.0,33.0,25.0,,31.0,26.0,,22.0,0.0
2022,5,33.0,,5.0,143.0,10.0,0.0,51.0,,,36.0,149.0,45.0,33.0,0.0,,24.0,0.0,19.0,17.0,32.0,24.0,,40.0,31.0,,36.0,0.0
2022,6,15.0,0.0,,63.0,,,20.0,,,27.0,35.0,31.0,6.0,0.0,,19.0,0.0,7.0,6.0,14.0,12.0,0.0,7.0,8.0,,20.0,0.0
2022,7,8.0,0.0,,19.0,0.0,0.0,,,0.0,23.0,5.0,,8.0,0.0,0.0,,0.0,,,7.0,10.0,0.0,,,0.0,6.0,
2022,8,,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,9.0,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,
2022,9,,,,,0.0,0.0,,,0.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8.0,0.0,,9.0,0.0,6.0,0.0
