year,month,breed,n_animals
2022,10,Islandpferd,4937.0
2022,11,Islandpferd,4931.0
2022,12,Islandpferd,4911.0
2023,1,Islandpferd,4905.0
2023,2,Islandpferd,4906.0
2023,3,Islandpferd,4912.0
2023,4,Islandpferd,4931.0
2023,5,Islandpferd,4954.0
2023,6,Islandpferd,4965.0
2023,7,Islandpferd,4973.0
2016,1,Kabardiner,12.0
2016,2,Kabardiner,12.0
2016,3,Kabardiner,12.0
2016,4,Kabardiner,12.0
2016,5,Kabardiner,12.0
2016,6,Kabardiner,12.0
2016,7,Kabardiner,12.0
2016,8,Kabardiner,12.0
2016,9,Kabardiner,12.0
2016,10,Kabardiner,12.0
2016,11,Kabardiner,12.0
2016,12,Kabardiner,12.0
2017,1,Kabardiner,12.0
2017,2,Kabardiner,12.0
2017,3,Kabardiner,12.0
2017,4,Kabardiner,12.0
2017,5,Kabardiner,12.0
2017,6,Kabardiner,12.0
2017,7,Kabardiner,12.0
2017,8,Kabardiner,12.0
2017,9,Kabardiner,11.0
2017,10,Kabardiner,12.0
2017,11,Kabardiner,12.0
2017,12,Kabardiner,12.0
2018,1,Kabardiner,12.0
2018,2,Kabardiner,12.0
2018,3,Kabardiner,12.0
2018,4,Kabardiner,12.0
2018,5,Kabardiner,12.0
2018,6,Kabardiner,12.0
2018,7,Kabardiner,13.0
2018,8,Kabardiner,13.0
2018,9,Kabardiner,13.0
2018,10,Kabardiner,13.0
2018,11,Kabardiner,13.0
2018,12,Kabardiner,13.0
2019,1,Kabardiner,13.0
2019,2,Kabardiner,13.0
2019,3,Kabardiner,13.0
2019,4,Kabardiner,13.0
2019,5,Kabardiner,13.0
2019,6,Kabardiner,13.0
2019,7,Kabardiner,13.0
2019,8,Kabardiner,13.0
2019,9,Kabardiner,13.0
2019,10,Kabardiner,13.0
2019,11,Kabardiner,13.0
2019,12,Kabardiner,13.0
2020,1,Kabardiner,13.0
2020,2,Kabardiner,13.0
2020,3,Kabardiner,13.0
2020,4,Kabardiner,13.0
2020,5,Kabardiner,13.0
2020,6,Kabardiner,13.0
2020,7,Kabardiner,13.0
2020,8,Kabardiner,13.0
2020,9,Kabardiner,14.0
2020,10,Kabardiner,14.0
2020,11,Kabardiner,15.0
2020,12,Kabardiner,15.0
2021,1,Kabardiner,15.0
2021,2,Kabardiner,15.0
2021,3,Kabardiner,16.0
2021,4,Kabardiner,16.0
2021,5,Kabardiner,16.0
2021,6,Kabardiner,16.0
2021,7,Kabardiner,16.0
2021,8,Kabardiner,16.0
2021,9,Kabardiner,16.0
2021,10,Kabardiner,16.0
2021,11,Kabardiner,16.0
2021,12,Kabardiner,16.0
2022,1,Kabardiner,15.0
2022,2,Kabardiner,15.0
2022,3,Kabardiner,15.0
2022,4,Kabardiner,15.0
2022,5,Kabardiner,15.0
2022,6,Kabardiner,15.0
2022,7,Kabardiner,15.0
2022,8,Kabardiner,15.0
2022,9,Kabardiner,15.0
2022,10,Kabardiner,15.0
2022,11,Kabardiner,15.0
2022,12,Kabardiner,15.0
2023,1,Kabardiner,15.0
2023,2,Kabardiner,15.0
2023,3,Kabardiner,15.0
2023,4,Kabardiner,15.0
2023,5,Kabardiner,15.0
2023,6,Kabardiner,15.0
2023,7,Kabardiner,15.0
2016,1,Kaltblut Rasse unbekannt,328.0
2016,2,Kaltblut Rasse unbekannt,333.0
2016,3,Kaltblut Rasse unbekannt,338.0
2016,4,Kaltblut Rasse unbekannt,343.0
2016,5,Kaltblut Rasse unbekannt,344.0
2016,6,Kaltblut Rasse unbekannt,346.0
2016,7,Kaltblut Rasse unbekannt,344.0
2016,8,Kaltblut Rasse unbekannt,344.0
2016,9,Kaltblut Rasse unbekannt,340.0
2016,10,Kaltblut Rasse unbekannt,342.0
2016,11,Kaltblut Rasse unbekannt,339.0
2016,12,Kaltblut Rasse unbekannt,339.0
2017,1,Kaltblut Rasse unbekannt,336.0
2017,2,Kaltblut Rasse unbekannt,331.0
2017,3,Kaltblut Rasse unbekannt,336.0
2017,4,Kaltblut Rasse unbekannt,340.0
2017,5,Kaltblut Rasse unbekannt,342.0
2017,6,Kaltblut Rasse unbekannt,345.0
2017,7,Kaltblut Rasse unbekannt,346.0
2017,8,Kaltblut Rasse unbekannt,348.0
2017,9,Kaltblut Rasse unbekannt,345.0
2017,10,Kaltblut Rasse unbekannt,345.0
2017,11,Kaltblut Rasse unbekannt,346.0
2017,12,Kaltblut Rasse unbekannt,342.0
2018,1,Kaltblut Rasse unbekannt,342.0
2018,2,Kaltblut Rasse unbekannt,344.0
2018,3,Kaltblut Rasse unbekannt,345.0
2018,4,Kaltblut Rasse unbekannt,351.0
2018,5,Kaltblut Rasse unbekannt,355.0
2018,6,Kaltblut Rasse unbekannt,359.0
2018,7,Kaltblut Rasse unbekannt,359.0
2018,8,Kaltblut Rasse unbekannt,358.0
2018,9,Kaltblut Rasse unbekannt,358.0
2018,10,Kaltblut Rasse unbekannt,359.0
2018,11,Kaltblut Rasse unbekannt,358.0
2018,12,Kaltblut Rasse unbekannt,352.0
2019,1,Kaltblut Rasse unbekannt,351.0
2019,2,Kaltblut Rasse unbekannt,354.0
2019,3,Kaltblut Rasse unbekannt,354.0
2019,4,Kaltblut Rasse unbekannt,357.0
2019,5,Kaltblut Rasse unbekannt,360.0
2019,6,Kaltblut Rasse unbekannt,367.0
2019,7,Kaltblut Rasse unbekannt,367.0
2019,8,Kaltblut Rasse unbekannt,366.0
2019,9,Kaltblut Rasse unbekannt,359.0
2019,10,Kaltblut Rasse unbekannt,359.0
2019,11,Kaltblut Rasse unbekannt,358.0
2019,12,Kaltblut Rasse unbekannt,354.0
2020,1,Kaltblut Rasse unbekannt,357.0
2020,2,Kaltblut Rasse unbekannt,356.0
2020,3,Kaltblut Rasse unbekannt,355.0
2020,4,Kaltblut Rasse unbekannt,361.0
2020,5,Kaltblut Rasse unbekannt,363.0
2020,6,Kaltblut Rasse unbekannt,367.0
2020,7,Kaltblut Rasse unbekannt,369.0
2020,8,Kaltblut Rasse unbekannt,370.0
2020,9,Kaltblut Rasse unbekannt,366.0
2020,10,Kaltblut Rasse unbekannt,364.0
2020,11,Kaltblut Rasse unbekannt,360.0
2020,12,Kaltblut Rasse unbekannt,357.0
2021,1,Kaltblut Rasse unbekannt,357.0
2021,2,Kaltblut Rasse unbekannt,357.0
2021,3,Kaltblut Rasse unbekannt,360.0
2021,4,Kaltblut Rasse unbekannt,364.0
2021,5,Kaltblut Rasse unbekannt,371.0
2021,6,Kaltblut Rasse unbekannt,376.0
2021,7,Kaltblut Rasse unbekannt,373.0
2021,8,Kaltblut Rasse unbekannt,377.0
2021,9,Kaltblut Rasse unbekannt,376.0
2021,10,Kaltblut Rasse unbekannt,380.0
2021,11,Kaltblut Rasse unbekannt,373.0
2021,12,Kaltblut Rasse unbekannt,374.0
2022,1,Kaltblut Rasse unbekannt,378.0
2022,2,Kaltblut Rasse unbekannt,379.0
2022,3,Kaltblut Rasse unbekannt,381.0
2022,4,Kaltblut Rasse unbekannt,385.0
2022,5,Kaltblut Rasse unbekannt,388.0
2022,6,Kaltblut Rasse unbekannt,397.0
2022,7,Kaltblut Rasse unbekannt,394.0
2022,8,Kaltblut Rasse unbekannt,396.0
2022,9,Kaltblut Rasse unbekannt,390.0
2022,10,Kaltblut Rasse unbekannt,391.0
2022,11,Kaltblut Rasse unbekannt,388.0
2022,12,Kaltblut Rasse unbekannt,385.0
2023,1,Kaltblut Rasse unbekannt,383.0
2023,2,Kaltblut Rasse unbekannt,381.0
2023,3,Kaltblut Rasse unbekannt,383.0
2023,4,Kaltblut Rasse unbekannt,391.0
2023,5,Kaltblut Rasse unbekannt,393.0
2023,6,Kaltblut Rasse unbekannt,389.0
2023,7,Kaltblut Rasse unbekannt,388.0
2016,1,Kiger Mustang,
2016,2,Kiger Mustang,
2016,3,Kiger Mustang,
2016,4,Kiger Mustang,
2016,5,Kiger Mustang,
2016,6,Kiger Mustang,
2016,7,Kiger Mustang,
2016,8,Kiger Mustang,
2016,9,Kiger Mustang,
2016,10,Kiger Mustang,
2016,11,Kiger Mustang,
2016,12,Kiger Mustang,
2017,1,Kiger Mustang,
2017,2,Kiger Mustang,
2017,3,Kiger Mustang,
2017,4,Kiger Mustang,
2017,5,Kiger Mustang,
